code,year,type,subtype,fatalities,location,source,description
,1981.10,riot,political,2,"Bucksnort, AR",NYT_1891_10_30.pdf,At a speech by Bryan running for congress.
,1981.10,riot,political,4,"Nanuet, NY",Wiki,"The Brink's robbery of 1981 (October 20, 1981) was an armed robbery carried out by Black Liberation Army members."
,1981.11,rampage,religion,1,Nashville,NYT,A visiting Baptist minister was killed and an assistant was wounded tonight when a man at the Webster Memorial Baptist Church went on a shooting spree.
,1981.12,riot,political,1,"Interstate 80, NJ",NYT_1982_07_04.pdf,United Front Freedom shootout.
,1982.03,rampage,,1,Dallas,NYT,"A man opened fire with a 12-gauge shotgun on a city bus today, killing one man and wounding three, the police said."
,1982.05,rampage,work,2,"Bethesda, MD",NYT,"A masked man drove a car through the glass lobby doors of an I.B.M. building here today and went on a shooting spree, killing two workers and stalking and wounding at least eight others as they cowered in office cubicles and corridors."
,1982.08,rampage,,9,Miami,NYT,"Carl Brown, 51,  entered a Miami machine shop today, killed eight persons and wounded three with a shotgun, then calmly left the scene on a bicycle. Six blocks away he was run down and killed by a car carrying men who had chased him from the scene."
X,1982.09,rampage,family,13,Wilkes-Barre,NYT,"A state prison guard killed 13 people, including seven children, in a rampage through two houses early today, the police said. A 14th victim was critically wounded. Five of the victims are believed to have been the gunman's children. "
,1982.12,riot,race,1,Miami,EARR I:419,"1 death, 8 injuries"
D,1982.12,riot,race,2,Miami,Gilje,"December: Rioting in black Overtown neighborhood after police shoot black youth. Another youth shot to death during rioting. Cars overturned, bottle throwing, looting. Some gunfire. 26 persons injured, 43 arrested.	"
,1983.03,rampage,,6,"McCarthy, AK",NYT,6 KILLED IN ALASKA IN SHOOTING SPREE
,1983.08,riot,prison,1,"Hominy, OK",NYT,"Aug. 29-30, 1983 - Conner Correctional Center, Hominy, Okla. Hundreds of National Guardsmen, police officers and prison officials herded more than 700 manacled inmates away from the prison after a riot left one convict dead, 22 people injured and five prison buildings heavily damaged. The riot was touched off in a dining hall by inmates who had not been fed their evening meal."
,1983.09,rampage,,2,"Natrona Heights, PA",NYT,"A man armed with two rifles and a pistol shot five members of a family next door tonight, killing two, and then surrendered, the police said."
,1984.06,assassination,ethnic,1,"Denver, CO",Wiki,"Alan Berg, who was Jewish, was assassinated in his driveway on the evening of June 18, 1984 by members of a White nationalist group called The Order."
,1984.07,rampage,,21,"San Ysidro, CA",NYT,"McDonald. An unemployed security guard, James Oliver Huberty, 41 years old,  armed with three guns strode into a McDonald's restaurant in this town on the Mexican border today and killed 20 people and wounded 16 others before a police sharpshooter shot him dead."
,1984.12,riot,political,1,"Coupeville, WA",Wiki,"Robert Jay Mathews (January 16, 1953 – December 8, 1984) was the leader of an American neo-Nazi group The Order."
,1985.00,terrorism,political,1,"Sacramento, CA",Wiki,"Unabomber: A California computer store owner, 38-year-old Hugh Scrutton, was killed by a nail and splinter-loaded bomb lying in his parking lot in 1985. "
,1985.00,terrorism,religion,1,"Santa Ana, CA",Wiki,"In 1985 Alex Odeh, the local chairman of the pro-Palestinian American-Arab Anti-Discrimination Committee (ADC) was killed by a bomb while opening to the door to his Santa Ana, California office. Rubin was suspected, and further antagonized his opponents by saying that ""Odeh got what he deserved."" However, the JDL has insisted the attack was committed by others. The FBI was unable to prove its original allegations against the JDL, given that the original suspects in the case fled to Israel. The crime remains unsolved."
,1985.01,rampage,education,3,"Goddard, KS",Newman  2004: Table 10.2,"1985.01.21 James A. Kearbey, 14, killed a principal, injured another teacher, and shot a teacher and a student"
,1985.05,insurrection,"race, political",11,Philadelphia,Wiki,"On May 13, 1985, the police department attempted to clear the building occupied by MOVE. The police lobbed tear gas canisters at the building and the fire department battered the roof of the house with two water cannons. The police fired 10,000 rounds at the house in two hours. A police helicopter then dropped a four-pound bomb made of C-4 plastic explosive and Tovex, a dynamite substitute, onto the roof of the house without any prior warning. The resulting explosion caused the house to catch fire, igniting a massive blaze which eventually destroyed 65 houses. Eleven people, including John Africa, five other adults and five children, died in the resulting fire. "
,1985.12,rampage,work,4,"Hills, IA",NYT,"Dale Burr, a 63-year-old farmer whose financial troubles were about to claim his land, his machinery, his stored grains and his beloved quarterhorses, went on a killing rampage, shooting three people to death before committing suicide on a lonely road near his home."
,1985.12,rampage,religion,4,Seattle,Wiki,"David Lewis Rice (born 1958) is a follower of the Christian Identity movement who, on Christmas Eve 1985, forced his way into the Seattle home of civil rights attorney Charles Goldmark with a toy pistol and stabbed Goldmark, his wife, and two children to death. Rice, a member of the Duck Club, a right wing extremist organization, erroneously believed the family was Jewish and Communist, and saw the crime as part of a broader religious war between American Christianity and Soviet atheism. Goldmark and his family had been active in progressive politics in Washington for years, and his parents had won a highly publicized libel suit in 1964 as part of an effort to refute accusations of past membership in the Communist Party. When confessing to the crimes, Rice called Goldmark the ""top Jew"" and ""top Communist"" in the state."
,1986.00,rampage,,3,TX,NYT,"Hai Hai Vuong, 40, killed two people and wounded five others in a shooting spree at a pool hall, was executed on Thursday by lethal injuection."
,1986.01,riot,prison,1,Indianapolis,NYT,"An uprising at the Indiana Reformatory last weekend in which one inmate died and two dozen people were injured was triggered by racial unrest, Cloid Shuler, a Department of Correction official, said today."
,1986.01,riot,prison,3,"Moundsville, WV",NYT,"With all hostages safe and all inmates accounted for, officials said today they considered it fortunate that an uprising by inmates at West Virginia Penitentiary had resulted in only three deaths."
,1986.01,rampage,,3,OK,NYT,"A trucking company employee went on a rampage. Three people were killed before the employee, Cyril Wayne Ellis, 24 years old, surrendered to the police. "
,1986.08,rampage,work,15,"Edmond, OK",NYT,"Patrick Henry Sherrill walked into the post office early Wednesday morning, pull the National Guard's pistols out of his mailbag and gun down 20 co-workers. Fourteen people were killed. After stalking his victims from room to room, Mr. Sherrill killed himself."
,1986.08,rampage,education,1,NYC,NYT,"Van Hull, 30. A former New York Technical College student was convicted yesterday of killing a man and wounding four others in a 1986 shooting rampage on the school's Brooklyn campus."
X,1986.10,rampage,insane,3,Philadelphia,NYT,Sylvia Seegrist. The mentally ill woman who killed three people and tried to kill seven others in a shopping mall shooting rampage a year ago was sentenced to three consecutive life terms today
D,1986.12,riot,race,1,NYC,NYT,"Three white men were convicted last night of riot charges in the latest trial stemming from an attack on three black men by a group of whites in Howard Beach, Queens."
D,1986.12,riot,race,1,NYC,EARR I: 173,"Howard Beach, Queens: 3 blacks attacked by Italian-Americans with bats, one is hit by a car and killed."
,1986.12,riot,race,1,NYC,Gilje,"December: Three blacks attacked in Howard Beach by 9-12 white teenagers. One beaten several times. One escaped. The third, Michael Griffith, ran out on the highway and was hit by a car and killed. Mayor Koch described the incident as a racial lynching."
,1987.00,riot,prison,1,"Atlanta or Oakdale, LA",NYT,"The study of the 1987 violence, in which 138 hostages were taken at the two prisons and one detainee died, talks of the policy of ""endless patience"" used by the negotiators then. The words echoed those used by a prison spokesman, Ed Crosley, on the second day of the current takeover. Asked about the possibility of storming the unit, he replied: ""There is no need to go in. We have patience."""
,1987.04,rampage,,6,"Palm Bay, FL",NYT,"William B. Cruse, the 60-year-old unemployed loner went on a shooting rampage that killed six people, including two police officers, and wounded 10 others. "
,1987.05,rampage,,1,"Milroy, PA",NYT,"Randolph Scott Himes, 25,  was arrested today after a nine-hour manhunt that followed a shooting rampage here in which a firefighter was killed and two other men were critically wounded."
,1987.12,rampage,work,43,CA,Wiki,"David Burke, a former employee of PSA, shot his supervisor on PSA Flight 1771, he then shot the crew and caused the plane to crash, killing all passengers."
,1988.02,rampage,work,7,"Sunnyvale, CA",NYT,"Richard W. Farley, 39 years old, a computer programmer, was dismissed two years ago by ESL Inc., a subsidiary of TRW Inc., for harassing a female colleague. After seven people were killed, the police said, he told the police he meant only to ''shoot out'' computers. Laura Black, 26, who had spurned him, was wounded."
,1988.05,rampage,,2,"Winnetka, IL",NYT,"Laurie Wasserman Dann. On Friday, the 30-year-old woman set fire to the house where she worked as a baby sitter, went to an elementary school and shot six children, killing one, then wounded a 20-year-old man in a nearby house and barricaded herself there."
,1988.09,riot,prison,1,"Boise, ID",NYT,"An inmate who was identified in court papers as a police informer was killed in his cell Sunday while other prisoners went on a rampage, the authorities said."
,1988.09,rampage,education,2,"Greenwood, SC",NYT,"James William Wilson, 19. "
,1988.10,rampage,political,1,"Ft. Hancock, TX",NYT,"The driver of a tractor-trailer ran at least nine vehicles off the road today, killing one driver, and shot and wounded an officer in a violent spree along 70 miles of Interstate 10, the police said."
,1988.12,rampage,,1,Long Island,NYT,One man was shot to death with a .22 bullet outside his business. The three others were seriously wounded by shots fired from a small-caliber rifle or 12-gauge shotgun at close range through living-room windows.
,1989.00,rampage,work,9,"Louisville, KY",NYT,"the shootings at the Standard Gravure printing plant in Louisville said the gunman, a former plant employee named Joseph T. Wesbecker, turned homicidal about a month after he started taking the antidepressant. "
,1989.01,rampage,,6,"Stockton, CA",NYT,Patrick Edward Purdy went on the murderous rampage at the Cleveland Elementary School. He killed five Indochinese children and wounded 30 other people with an AK-47 assault rifle before committing suicide.
X,1989.04,rampage,family,7,"Redwood CIty, CA",NYT,"A former winery worker was convicted of six counts of first-degree murder today for a killing spree last year that left seven people dead, including his wife and two young daughters."
,1989.05,riot,prison,1,"Folsom, CA",NYT,A prisoner was killed and 48 others were reported injured today after violence erupted in an exercise yard at Folsom Prison.
X,1989.06,rampage,family,4,"Welch, WV",NYT,"A man killed three people, including his sister and brother-in-law, and began firing at the police before he was shot to death, the authorities said today."
D,1989.08,riot,race,1,"Brooklyn, NY",Gilje,"August: About 30 white youths - mainly Italian-Americans, attacked three black youths in Bensonhurst. The whites had hoped to ambush some blacks and hispanics invited to a party by a white girl. One white shot and killed. Yasuf K. Hawkins, 16, in the attack."
,1989.12,assassination,race,1,"Brooklyn, NY",EARR I: 30,Bensonhurst Incident: Yusef Hawkins and a group of firends attacked by a group of Italian-Americans. Hawkins shot and killed.
,1989.12,riot,prison,1,New Jersey,NYT,"An inmate was shot to death and six guards were hurt Wednesday in a night-long riot at the Hudson County Jail, the authorities said today."
,1990.04,rampage,,2,San Diego,NYT,"A gunman shot four people, killing two, in a rampage through a hospital emergency room tonight and was arrested about an hour later, officials said."
,1990.11,assassination,religion,1,NYC,Wiki,"In 1990, after a speech in a Manhattan, New York Marriott hotel, Kahane was assassinated. The prime suspect, El Sayyid Nosair, was subsequently acquitted of murder but convicted on gun possession charges."
